marca,modelo,año,kilometros,precio
SEAT,Ibiza FR+DSG+LED+NAVI+DIGi,2024,10 332 km,20.990
SEAT,Ibiza 1.5 TSI 150 ch S/S ACT DSG7 FR,2024,10 km,22.990
SEAT,Ibiza Ibiza 1.0 TSI FR-Line LED+Kamera+Navi+SHZ Klima/BC,2024,24 427 km,19.690
SEAT,Ibiza 1.0 TSI 110 DSG FR LED ACC GPS CAMERA RADAR JA16,2024,18 531 km,21.890
SEAT,Ibiza FR+DSG+LED+NAVI+DIGITAL,2023,12 377 km,21.490
SEAT,Ibiza 1.0 TSI 110 BV6 FR GPS Caméra Cockpit,2024,10 km,20.450
SEAT,Ibiza FR 95 TSI,2022,186 km,23.088
SEAT,Ibiza 1.5 TSI 150 DSG FR GPS VollLED VirtC,2024,10 km,23.562
SEAT,"Ibiza 1,0 TSI FR Navi 18 5 JG Kamera",2022,6 045 km,22.900
SEAT,Ibiza 1.5 TSI 150 ch S/S ACT DSG7 FR,2024,10 km,22.990
SEAT,Ibiza FR / Carplay / 1.0MPi / Led,2023,13 235 km,17.236
SEAT,Ibiza 1.5 TSI 150 Ch FR XCLUSIVE DSG7 TOIT OUVRANT CARPL,2021,47 000 km,21.990
SEAT,Ibiza 1.0 TSI 115 DSG FR Radars Cam Kessy,2024,10 km,21.769
SEAT,Ibiza 1.0 ecotsi 110 ch s/s dsg7 fr xclusive,2022,23 989 km,22.150
SEAT,Ibiza FR,2023,14 900 km,19.890
SEAT,Ibiza FR,2024,5 000 km,25.480
SEAT,Ibiza FR+LED+NAVI+DIGI+DAB+,2023,11 800 km,19.990
SEAT,Ibiza 1.5 TSI 150 ch S/S ACT DSG7 FR,2024,10 km,22.990
SEAT,Ibiza FR+DSG+LED+Navi+Digital,2023,19 302 km,21.990
SEAT,Ibiza 1.0 EcoTSI 115 ch S/S DSG7 FR,2024,1 656 km,21.590
SEAT,Ibiza 1.0 TSI FR OPF (EURO 6d),2024,4 999 km,23.450
SEAT,Ibiza FR+LED+DIGI+L.ASS+S.ASS,2023,8 868 km,19.990
SEAT,Ibiza 1.0 tsi 115 fr,2024,1 062 km,22.164
SEAT,Ibiza 1.0 TSI 110 BV6 FR GPS Caméra Cockpit,2024,10 km,20.450
SEAT,Ibiza 1.0 EcoTSI 115 ch S/S DSG7 FR,2024,6 546 km,21.590
SEAT,Ibiza FR / Carplay / 1.0MPi / Led,2023,13 235 km,17.236
SEAT,Ibiza 1.5 TSI 150 Ch FR XCLUSIVE DSG7 TOIT OUVRANT CARPL,2021,47 000 km,21.990
SEAT,Ibiza 1.0 TSI 115 DSG FR Radars Cam Kessy,2024,10 km,21.769
SEAT,Ibiza 1.0 ecotsi 110 ch s/s dsg7 fr xclusive,2022,23 989 km,22.150
SEAT,Ibiza FR,2023,14 900 km,19.890
SEAT,Ibiza FR,2024,5 000 km,25.480
SEAT,Ibiza FR+LED+NAVI+DIGI+DAB+,2023,11 800 km,19.990
SEAT,Ibiza 1.5 TSI 150 ch S/S ACT DSG7 FR,2024,10 km,22.990
SEAT,Ibiza FR+DSG+LED+Navi+Digital,2023,19 302 km,21.990
SEAT,Ibiza 1.0 EcoTSI 115 ch S/S DSG7 FR,2024,1 656 km,21.590
SEAT,Ibiza 1.0 TSI FR OPF (EURO 6d),2024,4 999 km,23.450
SEAT,Ibiza FR+LED+DIGI+L.ASS+S.ASS,2023,8 868 km,19.990
SEAT,Ibiza 1.0 tsi 115 fr,2024,1 062 km,22.164
SEAT,Ibiza 1.0 TSI 110 BV6 FR GPS Caméra Cockpit,2024,10 km,20.450
SEAT,Ibiza 1.0 EcoTSI 115 ch S/S DSG7 FR,2024,6 546 km,21.590
SEAT,Ibiza 1.0 TSI FR OPF (EURO 6d),2023,5 650 km,25.390
SEAT,Ibiza 1.5 TSI 150 DSG FR GPS VollLED VirtC,2024,10 km,23.562
SEAT,Ibiza 1.0 EcoTSI 115 ch S/S DSG7 FR,2024,4 084 km,21.570
SEAT,Ibiza 1.0 EcoTSI 115 ch S/S DSG7 FR,2024,11 190 km,21.590
SEAT,Ibiza FR 1.0 TSI 85 kW (115 PS) 7-Gang-DSG,2024,5 790 km,24.790
SEAT,Ibiza FR 1.0 TSI 110 DSG LED CARPLAY JA17,2022,31 247 km,19.990
SEAT,Ibiza 1.0 TSI 110 BV6 FR GPS Caméra Cockpit,2024,10 km,20.450
SEAT,Ibiza 1.0 EcoTSI 115 ch S/S DSG7 FR,2024,3 347 km,21.570
SEAT,Ibiza 1.0 TSI 115 DSG FR Radars Cam Kessy,2024,10 km,21.769
SEAT,Ibiza FR ANNIVERSARY/LIMITED EDITION,2024,5 000 km,26.656
SEAT,Ibiza 1.0 TSI 110 BV6 FR GPS Caméra Cockpit,2024,21 300 km,18.950
Hyundai,i20 1.0 T-GDI 100 DCT N-Line LED GPS,2024,10 km,21.064
Hyundai,i20 1.0 T-GDi 100ch Hybrid N Line Creative DCT-7 GPS C,2022,32 523 km,18.999
Hyundai,i20 1.0 T-GDI 100 N-Line LED GPS Cam,2024,10 km,20.055
Hyundai,i20 1.0 T-GDI 100 DCT N-Line LED GPS,2024,10 km,21.064
Hyundai,i20 1.0 T-GDI 100ch N Line HYBRID BVA,2023,53 980 km,18.990
Hyundai,i20 1.0 T-GDi 100ch Hybrid N Line Creative,2021,15 510 km,18.499
Hyundai,i20 1.0 T-GDi 100ch N Line Creative DCT-7,2024,3 000 km,20.499
Hyundai,i20 I 20 1.0 T-GDi 100 Ch N Line Michel Vaillant,2023,28 672 km,18.990
Hyundai,i20 1.2 MPI 79 N-Line LED GPS Cam radar,2024,10 km,18.643
Hyundai,i20 1.0 MHEV 100 DCT N-Line GPS BOSE,2024,10 km,22.374
Hyundai,i20 1.0 T-GDI 100 N-Line LED GPS Cam,2024,10 km,20.055
Hyundai,i20 1.2 MPI 79 N-Line LED GPS Cam radar,2024,10 km,18.643
Hyundai,i20 1.0 MHEV 100 DCT N-Line GPS BOSE,2024,10 km,22.374
Hyundai,i20 1.0 T-GDi 100ch N Line Creative,2024,2 500 km,26.000
Volkswagen,Polo 1.0 TSI R-Line DSG7 110 ch,2022,12 771 km,20.990
Volkswagen,Polo 1.0 TSI 110ch R-Line DSG7,2022,50 978 km,20.990
Volkswagen,Polo 1.0 TSI 110 R-LINE DSG BVA,2021,48 000 km,18.990
Volkswagen,Polo 1.0 TSI 115ch R-Line DSG7 Euro6d-T,2021,25 849 km,20.990
Volkswagen,Polo 1.0 TSI R-Line DSG7 110 ch,2023,14 011 km,23.590
Volkswagen,Polo 1.0 TSI 110 S\u0026amp;S DSG7 R-Line,2023,9 km,24.990
Volkswagen,Polo 1.0 TSI 116ch R-Line DSG7,2024,15 km,27.690
Volkswagen,Polo 1.0 TSI 95 R-Line LED ACC GPS,2024,8 300 km,22.488
Volkswagen,Polo 1.0 TSI 115 Ch R-LINE BVM6 CARPLAY,2021,68 000 km,16.990
Volkswagen,Polo 1.0 TSI 110 EXCLUSIVE R-LINE INTERIEUR-EXTERIEUR D,2021,68 500 km,20.750
Volkswagen,Polo 1.0 TSI R-Line 81kw DSG7,2023,15 000 km,22.900
Volkswagen,Polo VI 1.0 TSI 110ch R-Line DSG7,2021,101 745 km,18.990
Volkswagen,Polo R-Line - 1.0 TSI - 95cv - CAMERA | APPLE CARPLAY |,2021,22 000 km,18.490
Volkswagen,Polo 1.0 TSI 110 S\u0026amp;S DSG7 R-Line / Origine Fra,2021,41 980 km,20.990
Volkswagen,Polo 1.0 TSI R-line 81kW DSG7,2023,15 000 km,23.500
Volkswagen,Polo 1.0 TSI R-Line DSG7 110 ch,2022,58 715 km,23.190
Volkswagen,Polo 1.5 TSI 150 Ch R-LINE EXCLUSIVE DSG7 CARPLAY VIRTU,2021,29 990 km,22.990
Volkswagen,Polo R-Line,2024,6 000 km,24.050
Volkswagen,Polo 1.0 TSI 110ch R-Line DSG7,2022,47 400 km,21.890
Volkswagen,Polo R-Line 1.0 TSI 110PS DSG,2024,10 000 km,24.700
Volkswagen,Polo 1.0 TSI 116ch R-Line DSG7,2024,6 000 km,26.900
Volkswagen,Polo 1.0 TSI R-Line DSG7 110 ch,2022,53 983 km,22.090
Volkswagen,Polo 1.0 tsi 110 s\u0026s dsg7 r-line,2023,8 722 km,25.650
Volkswagen,Polo R-Line+DSG+LED+Virtual,2023,9 716 km,23.990
Volkswagen,Polo 1.0 tsi 95 s\u0026s bvm5 r-line,2023,5 025 km,24.450
Volkswagen,Polo 1.0 TSI 110 Setamp;S DSG7 R-Line,2024,29 845 km,22.900
Volkswagen,Polo 1.0 TSI R-Line DSG7 110 ch,2021,34 693 km,20.690
Volkswagen,Polo 1.0 tsi 95 s\u0026s dsg7 r-line,2024,6 409 km,25.750
Volkswagen,Polo 1.0 TSI - 110 Bva R-Line Gps + Camera AR,2021,41 868 km,21.990
Volkswagen,Polo 1.0 TSI 110ch R-Line DSG7,2024,6 249 km,25.890
Volkswagen,Polo 1.0 TSI 95 R-Line LED ACC GPS,2024,8 300 km,22.488
Volkswagen,Polo 1.0 TSI R-Line DSG7 95 ch,2023,22 693 km,21.890
Volkswagen,Polo 1.0 TSI 110Ch R-LINE DSG BVA,2023,3 000 km,25.490
Volkswagen,Polo 1.0 TSI 95ch R-Line DSG7,2024,4 089 km,24.890
Volkswagen,Polo R-Line 1.0 TSI 81kW DSG7,2024,6 000 km,26.900
Volkswagen,Polo R-Line,2024,5 000 km,31.282
Toyota,Yaris Hybride+100h+GR+SPORT,2023,5 000 km,16.899
Toyota,Yaris Hybride 116ch GR SPORT,2022,12 499 km,16.895
Toyota,Yaris GR SPORT LIMITED EDITION 1.5 114H 91ch HYBRID 0.8K,2022,114 900 km,18.990
Toyota,Yaris GR SPORT,2024,7 000 km,26.990
Toyota,Yaris 130h GR Sport 5p MC24,2023,10 377 km,25.999
Toyota,Yaris 116h GR Sport 5p MY22,2022,50 790 km,20.890
Toyota,Yaris 116H GR SPORT 5P MY22,2022,20 513 km,22.490
Toyota,Yaris 116h GR Sport 5p MY22,2023,15 340 km,23.999
