marca,modelo,año,kilometros,precio,pais
TOYOTA,YARIS,2024,5,25790,Alemania
TOYOTA,YARIS,2023,15173,25980,Alemania
TOYOTA,YARIS,2024,10,26290,Alemania
TOYOTA,YARIS,2024,10,26290,Alemania
TOYOTA,YARIS,2024,10,26290,Alemania
TOYOTA,YARIS,2022,17456,26490,Alemania
TOYOTA,YARIS,2023,5,26890,Alemania
TOYOTA,YARIS,2023,12332,26900,Alemania
TOYOTA,YARIS,2023,50,26980,Alemania
TOYOTA,YARIS,2023,5,27480,Alemania
TOYOTA,YARIS,2024,2527,27480,Alemania
TOYOTA,YARIS,2024,8,27580,Alemania
TOYOTA,YARIS,2024,22,27580,Alemania
TOYOTA,YARIS,2024,20,27580,Alemania
TOYOTA,YARIS,2024,15,27580,Alemania
TOYOTA,YARIS,2024,15,27580,Alemania
TOYOTA,YARIS,2023,190,27980,Alemania
TOYOTA,YARIS,2024,15,28580,Alemania
TOYOTA,YARIS,2024,15,28590,Alemania
TOYOTA,YARIS,2024,3,28689,Alemania
TOYOTA,YARIS,2024,1789,28689,Alemania
TOYOTA,YARIS,2024,2,28689,Alemania
TOYOTA,YARIS,2024,5,28689,Alemania
TOYOTA,YARIS,2024,15,28780,Alemania
TOYOTA,YARIS,2024,1500,28880,Alemania
TOYOTA,YARIS,2023,9000,28960,Alemania
TOYOTA,YARIS,2024,5980,29480,Alemania
OPEL,CORSA,2021,43000,11800,Alemania
OPEL,CORSA,2021,86000,12490,Alemania
OPEL,CORSA,2021,74500,12750,Alemania
OPEL,CORSA,2021,22000,12800,Alemania
OPEL,CORSA,2021,91000,12900,Alemania
OPEL,CORSA,2023,65825,13180,Alemania
OPEL,CORSA,2023,54646,13290,Alemania
OPEL,CORSA,2021,60779,13400,Alemania
OPEL,CORSA,2021,50950,13450,Alemania
OPEL,CORSA,2021,81668,13450,Alemania
OPEL,CORSA,2021,58000,13450,Alemania
OPEL,CORSA,2021,76660,13500,Alemania
OPEL,CORSA,2021,70000,13500,Alemania
OPEL,CORSA,2021,43150,13700,Alemania
OPEL,CORSA,2022,71500,13780,Alemania
OPEL,CORSA,2021,47000,13800,Alemania
OPEL,CORSA,2021,54911,13850,Alemania
OPEL,CORSA,2021,42328,13880,Alemania
OPEL,CORSA,2021,72000,13900,Alemania
OPEL,CORSA,2021,34656,13900,Alemania
OPEL,CORSA,2021,49124,13900,Alemania
OPEL,CORSA,2021,81717,13900,Alemania
OPEL,CORSA,2023,72260,13940,Alemania
OPEL,CORSA,2021,115000,13949,Alemania
OPEL,CORSA,2021,35395,13950,Alemania
OPEL,CORSA,2023,59000,13969,Alemania
OPEL,CORSA,2023,59000,13969,Alemania
OPEL,CORSA,2021,33500,13970,Alemania
OPEL,CORSA,2021,47189,13980,Alemania
OPEL,CORSA,2021,84600,13985,Alemania
OPEL,CORSA,2022,63050,13990,Alemania
OPEL,CORSA,2023,28401,13999,Alemania
OPEL,CORSA,2021,46676,14000,Alemania
OPEL,CORSA,2021,25531,14300,Alemania
OPEL,CORSA,2021,22119,14350,Alemania
OPEL,CORSA,2021,53190,14380,Alemania
OPEL,CORSA,2021,53190,14380,Alemania
OPEL,CORSA,2021,42704,14412,Alemania
OPEL,CORSA,2021,47889,14440,Alemania
OPEL,CORSA,2021,21286,14490,Alemania
OPEL,CORSA,2023,35700,14500,Alemania
OPEL,CORSA,2022,33000,14500,Alemania
OPEL,CORSA,2021,37387,14500,Alemania
OPEL,CORSA,2021,26713,14500,Alemania
OPEL,CORSA,2021,54340,14580,Alemania
OPEL,CORSA,2021,32276,14590,Alemania
OPEL,CORSA,2021,32276,14590,Alemania
OPEL,CORSA,2021,55600,14625,Alemania
OPEL,CORSA,2021,42530,14650,Alemania
OPEL,CORSA,2021,50176,14670,Alemania
