marca,modelo,año,kilometros,precio,pais
SEAT,IBIZA,2024,10,21769,Francia
SEAT,IBIZA,2022,23989,22150,Francia
SEAT,IBIZA,2023,14900,19890,Francia
SEAT,IBIZA,2024,5000,25480,Francia
SEAT,IBIZA,2023,11800,19990,Francia
SEAT,IBIZA,2024,10,22990,Francia
SEAT,IBIZA,2023,19302,21990,Francia
SEAT,IBIZA,2024,1656,21590,Francia
SEAT,IBIZA,2024,4999,23450,Francia
SEAT,IBIZA,2023,8868,19990,Francia
SEAT,IBIZA,2024,1062,22164,Francia
SEAT,IBIZA,2024,10,20450,Francia
SEAT,IBIZA,2024,6546,21590,Francia
SEAT,IBIZA,2023,13235,17236,Francia
SEAT,IBIZA,2021,47000,21990,Francia
SEAT,IBIZA,2024,10,21769,Francia
SEAT,IBIZA,2022,23989,22150,Francia
SEAT,IBIZA,2023,14900,19890,Francia
SEAT,IBIZA,2024,5000,25480,Francia
SEAT,IBIZA,2023,11800,19990,Francia
SEAT,IBIZA,2024,10,22990,Francia
SEAT,IBIZA,2023,19302,21990,Francia
SEAT,IBIZA,2024,1656,21590,Francia
SEAT,IBIZA,2024,4999,23450,Francia
SEAT,IBIZA,2023,8868,19990,Francia
SEAT,IBIZA,2024,1062,22164,Francia
SEAT,IBIZA,2024,10,20450,Francia
SEAT,IBIZA,2024,6546,21590,Francia
SEAT,IBIZA,2023,5650,25390,Francia
SEAT,IBIZA,2024,10,23562,Francia
SEAT,IBIZA,2024,4084,21570,Francia
SEAT,IBIZA,2024,11190,21590,Francia
SEAT,IBIZA,2024,5790,24790,Francia
SEAT,IBIZA,2022,31247,19990,Francia
SEAT,IBIZA,2024,10,20450,Francia
SEAT,IBIZA,2024,3347,21570,Francia
SEAT,IBIZA,2024,10,21769,Francia
SEAT,IBIZA,2024,5000,26656,Francia
SEAT,IBIZA,2024,21300,18950,Francia
HYUNDAI,I20,2024,10,21064,Francia
HYUNDAI,I20,2022,32523,18999,Francia
HYUNDAI,I20,2024,10,20055,Francia
HYUNDAI,I20,2024,10,21064,Francia
HYUNDAI,I20,2023,53980,18990,Francia
HYUNDAI,I20,2021,15510,18499,Francia
HYUNDAI,I20,2024,3000,20499,Francia
HYUNDAI,I20,2023,28672,18990,Francia
HYUNDAI,I20,2024,10,18643,Francia
HYUNDAI,I20,2024,10,22374,Francia
HYUNDAI,I20,2024,10,20055,Francia
HYUNDAI,I20,2024,10,18643,Francia
HYUNDAI,I20,2024,10,22374,Francia
HYUNDAI,I20,2024,2500,26000,Francia
VOLKSWAGEN,POLO,2022,12771,20990,Francia
VOLKSWAGEN,POLO,2022,50978,20990,Francia
VOLKSWAGEN,POLO,2021,48000,18990,Francia
VOLKSWAGEN,POLO,2021,25849,20990,Francia
VOLKSWAGEN,POLO,2023,14011,23590,Francia
VOLKSWAGEN,POLO,2023,9,24990,Francia
VOLKSWAGEN,POLO,2024,15,27690,Francia
VOLKSWAGEN,POLO,2024,8300,22488,Francia
VOLKSWAGEN,POLO,2021,68000,16990,Francia
VOLKSWAGEN,POLO,2021,68500,20750,Francia
VOLKSWAGEN,POLO,2023,15000,22900,Francia
VOLKSWAGEN,POLO,2021,101745,18990,Francia
VOLKSWAGEN,POLO,2021,22000,18490,Francia
VOLKSWAGEN,POLO,2021,41980,20990,Francia
VOLKSWAGEN,POLO,2023,15000,23500,Francia
VOLKSWAGEN,POLO,2022,58715,23190,Francia
VOLKSWAGEN,POLO,2021,29990,22990,Francia
VOLKSWAGEN,POLO,2024,6000,24050,Francia
VOLKSWAGEN,POLO,2022,47400,21890,Francia
VOLKSWAGEN,POLO,2024,10000,24700,Francia
VOLKSWAGEN,POLO,2024,6000,26900,Francia
VOLKSWAGEN,POLO,2022,53983,22090,Francia
VOLKSWAGEN,POLO,2023,8722,25650,Francia
VOLKSWAGEN,POLO,2023,9716,23990,Francia
VOLKSWAGEN,POLO,2023,5025,24450,Francia
VOLKSWAGEN,POLO,2024,29845,22900,Francia
VOLKSWAGEN,POLO,2021,34693,20690,Francia
VOLKSWAGEN,POLO,2024,6409,25750,Francia
VOLKSWAGEN,POLO,2021,41868,21990,Francia
VOLKSWAGEN,POLO,2024,6249,25890,Francia
VOLKSWAGEN,POLO,2024,8300,22488,Francia
VOLKSWAGEN,POLO,2023,22693,21890,Francia
VOLKSWAGEN,POLO,2023,3000,25490,Francia
VOLKSWAGEN,POLO,2024,4089,24890,Francia
VOLKSWAGEN,POLO,2024,6000,26900,Francia
VOLKSWAGEN,POLO,2024,5000,31282,Francia
TOYOTA,YARIS,2023,5000,16899,Francia
TOYOTA,YARIS,2022,12499,16895,Francia
TOYOTA,YARIS,2022,114900,18990,Francia
TOYOTA,YARIS,2024,7000,26990,Francia
TOYOTA,YARIS,2023,10377,25999,Francia
TOYOTA,YARIS,2022,50790,20890,Francia
TOYOTA,YARIS,2022,20513,22490,Francia
TOYOTA,YARIS,2023,15340,23999,Francia
